标的,投资周期,价格变动率,收益率,交易费用,最大回撤,平均回撤
恒生ETF,180 days,-0.11827079934747142,-0.2303844285714286,107.10999999999999,0.30896999999999997,0.05786108533916856
恒生ETF,365 days,-0.11827079934747142,-0.22017399999999998,53.79,0.30439285714285713,0.04779847296030004
恒生ETF,3000 days,-0.11827079934747142,-0.26967399999999997,11.870000000000001,0.36402999999999996,0.05170367177242907
H股ETF,1 days,-0.23099415204678364,-0.16239316380393798,12058.409999999922,0.23125553079178884,0.045077220898851134
H股ETF,3 days,-0.23099415204678364,-0.24490175376884427,6067.880000000045,0.3489390603015077,0.06797315618436828
H股ETF,7 days,-0.23099415204678364,-0.2459126451612904,2598.66,0.3500444046920821,0.06814239635324093
H股ETF,15 days,-0.23099415204678364,-0.24525054999999996,1219.54,0.3486638000000001,0.06755588468955154
H股ETF,30 days,-0.23099415204678364,-0.2481718249999999,609.2299999999998,0.3514482,0.06899852598468281
H股ETF,90 days,-0.23099415204678364,-0.2502345925925926,205.46999999999997,0.35307985185185187,0.0704283561876975
H股ETF,180 days,-0.23099415204678364,-0.2646682857142857,106.08000000000001,0.36306785714285716,0.0763155450140669
H股ETF,365 days,-0.23099415204678364,-0.2582022857142857,53.48,0.36251628571428574,0.06707381697405435
H股ETF,3000 days,-0.23099415204678364,-0.34840000000000004,11.8,0.443496,0.093161818380744
标普500ETF,1 days,1.5467523197715916,0.41773165228320064,14987.1299999999,0.016454438206954247,-0.08543762135853106
标普500ETF,3 days,1.5467523197715916,0.6327874070351758,7570.520000000005,0.024903170854271406,-0.12904882446716348
标普500ETF,7 days,1.5467523197715916,0.6346601876832845,3244.2800000000007,0.024841765395894444,-0.12960236141166948
标普500ETF,15 days,1.5467523197715916,0.6347020125,1522.19,0.023694450000000034,-0.13032666005062943
标普500ETF,30 days,1.5467523197715916,0.6389601,761.8599999999999,0.023033324999999882,-0.13173242757252335
标普500ETF,90 days,1.5467523197715916,0.6371528888888891,256.86,0.025906814814814716,-0.13117673360497872
标普500ETF,180 days,1.5467523197715916,0.6131987142857143,132.39,0.030955000000000066,-0.1269517769958557
标普500ETF,365 days,1.5467523197715916,0.6318791428571429,66.53,0.027532000000000112,-0.1336932082258191
标普500ETF,3000 days,1.5467523197715916,1.359454,13.93,0.009703999999999935,-0.4438957569786537
纳指ETF,1 days,2.905604719764012,0.5747847540846249,15747.259999999987,0.012804692082111435,-0.1335664330994677
纳指ETF,3 days,2.905604719764012,0.8729999371859296,7981.650000000002,0.019085206030150625,-0.2018826430703049
纳指ETF,7 days,2.905604719764012,0.8760959237536656,3421.7500000000005,0.0190579120234603,-0.20282108123343723
纳指ETF,15 days,2.905604719764012,0.8772937249999999,1605.6199999999994,0.018323650000000025,-0.20429439632594426
纳指ETF,30 days,2.905604719764012,0.8863667749999999,804.3899999999998,0.01765107499999996,-0.20743940255883975
纳指ETF,90 days,2.905604719764012,0.8929198518518517,271.81999999999994,0.018419925925925895,-0.21016626937501282
纳指ETF,180 days,2.905604719764012,0.8595244285714287,139.69,0.017955000000000054,-0.20499890656032527
纳指ETF,365 days,2.905604719764012,0.8680977142857143,69.78,0.02904028571428585,-0.2096033219172726
纳指ETF,3000 days,2.905604719764012,2.1814880000000003,14.96,0.01972200000000013,-0.7532809042145594
军工ETF,1 days,-0.11846001974333653,-0.025926917469627164,12760.059999999852,0.14456189107666528,-0.060608974702046625
军工ETF,3 days,-0.11846001974333653,-0.039070100502512584,6420.200000000017,0.21824745979899496,-0.09133036712831122
军工ETF,7 days,-0.11846001974333653,-0.036039835777126106,2752.62,0.2160395483870967,-0.09340479047979611
军工ETF,15 days,-0.11846001974333653,-0.039270099999999974,1290.48,0.21773595,-0.09130162511624729
军工ETF,30 days,-0.11846001974333653,-0.043169299999999966,644.52,0.221906575,-0.08947686980306369
军工ETF,90 days,-0.11846001974333653,-0.044056592592592536,217.44,0.2248713333333333,-0.08782800713185801
军工ETF,180 days,-0.11846001974333653,-0.06962671428571432,111.97,0.24555242857142856,-0.068802573382307
军工ETF,365 days,-0.11846001974333653,-0.08945999999999998,55.7,0.26177571428571433,-0.0615217489840576
军工ETF,3000 days,-0.11846001974333653,-0.009044000000000052,12.22,0.32466399999999995,-0.06724264770240707
银行ETF,1 days,0.14314314314314314,0.044465114369501624,13118.159999999867,0.059474418098031,-0.016240660666092532
银行ETF,3 days,0.14314314314314314,0.06661945979899508,6601.150000000021,0.08996801256281406,-0.024312342858439084
银行ETF,7 days,0.14314314314314314,0.06638811143695023,2827.67,0.09029127859237529,-0.024376907962442962
银行ETF,15 days,0.14314314314314314,0.06811153749999987,1327.37,0.08841912500000004,-0.025387622400373733
银行ETF,30 days,0.14314314314314314,0.06532242499999996,663.2299999999999,0.09077877499999998,-0.023782893415317474
银行ETF,90 days,0.14314314314314314,0.06276948148148143,223.62,0.09099466666666667,-0.022468821087588298
银行ETF,180 days,0.14314314314314314,0.04546628571428579,115.46000000000002,0.10002100000000003,-0.015414361590464498
银行ETF,365 days,0.14314314314314314,0.09009714285714288,58.400000000000006,0.0784394285714285,-0.03752721615370924
银行ETF,3000 days,0.14314314314314314,0.13276399999999988,12.38,0.14744599999999997,-0.06636587546699868
传媒ETF,1 days,-0.2537462537462537,-0.013965028037383198,12066.689999999908,0.1763823302180686,0.013347414859726459
传媒ETF,3 days,-0.2537462537462537,-0.02032280640854478,6071.410000000027,0.2660468224299064,0.019885600415129767
传媒ETF,7 days,-0.2537462537462537,-0.019680056074766306,2602.4900000000002,0.2657317258566978,0.019214442643399332
传媒ETF,15 days,-0.2537462537462537,-0.017714666666666656,1216.7,0.26480904000000005,0.018508472139503795
传媒ETF,30 days,-0.2537462537462537,-0.014872746666666714,608.78,0.2653805333333332,0.018565662097026592
传媒ETF,90 days,-0.2537462537462537,-0.028395040000000038,202.18,0.2752391999999999,0.02253410677397716
传媒ETF,180 days,-0.2537462537462537,-0.05310523076923068,104.44000000000001,0.2847941538461538,0.032628992622401154
传媒ETF,365 days,-0.2537462537462537,-0.04490114285714286,56.339999999999996,0.28780142857142854,0.04443481096100421
传媒ETF,3000 days,-0.2537462537462537,-0.25129999999999997,11.9,0.48741999999999996,0.2175815975855131
国债ETF,1 days,0.19141485505656441,0.0007664918307499491,1014.4199999999998,4.621700879758883e-05,-1.5751219910153935e-05
国债ETF,3 days,0.19141485505656441,0.03866407537688432,4088.28,0.0003291381909547031,-0.003678822079489441
